id,Primary_Vocation,Acres,Percentage_Field_Crops,Percentage_Vegetable_Crops,Percentage_Tree_and_Vine_Crops,Percentage_Other,County,Alfalfa_Rank,Rice_Rank,Wheat_Rank,Triticale_Rank,Barley_Rank,Oats_Rank,Cotton_Rank,Corn_Rank,Corn_Silage_Rank,Small_Grain_Silage_Rank,Small_Grain_Hay_Rank,Grass_and_Grass_Mixtures_Hay_Rank,Sorghum_Sudangrass_Sudan_Rank,Dry_Beans_Rank,Mixed_Hay_Rank,Sunflower_Rank,Oilseeds_Rank,Sugar_Beets_Rank,Hemp_Rank,Other_Rank,Grass_and_Grass_Mixtures_Pasture_Rank,Wild_Rice_Rank,Concern_Commondity_Price_of_Crops,Concern_Market_Access,Concern_Consumer_Demand,Concern_Input_Costs,Concern_Water_Costs,Concern_Land_Tenure,Concern_Water_Quality_and_Availability,Concern_Labor_Quality_and_Availability,Concern_Water_Regulations_Quantity,Concern_Water_Regulations_Quality,Concern_Labor_Regulations,Concern_Chemical_Regulations,Concern_Air_Quality,Concern_Changing_Weather_and_Climate,Concern_Soil_Degradation,Concern_Other,Alfalfa_Concerns,Cotton_Concerns,Rice_Concerns,Wild_Rice_Concerns,Wheat_Concerns,Triticale_Concerns,Barley_Concerns,Oats_Concerns,Corn_Concerns,Sorghum_Concerns,Corn_Silage_Concerns,Small_Grain_Silage_Concerns,Small_Grain_Hay_Concerns,Grass_and_Grass_Mixtures_Hay_Concerns,Grass_and_Grass_Mixtures_Pasture_Concerns,Sorghum_Sudangrass_Sudan_Concerns,Mixed_Hay_Concerns,Dry_Beans_Concerns,Sunflower_Concerns,Oilseeds_Concerns,Sugar_Beets_Concerns,Hemp_Concerns,Other_Concerns,Alfalfa_Reasons,Cotton_Reasons,Rice_Reasons,Wild_Rice_Reasons,Wheat_Reasons,Triticale_Reasons,Barley_Reasons,Oats_Reasons,Corn_Reasons,Sorghum_Reasons,Corn_Silage_Reasons,Small_Grain_Silage_Reasons,Small_Grain_Hay_Reasons,Grass_and_Grass_Mixtures_Hay_Reasons,Grass_and_Grass_Mixtures_Pasture_Reasons,Sorghum_Sudangrass_Sudan_Reasons,Mixed_Hay_Reasons,Dry_Beans_Reasons,Sunflower_Reasons,Oilseeds_Reasons,Sugar_Beets_Reasons,Hemp_Reasons,Other_Reasons,Affected_Crop_Production_Profitability,Affected_Crop_Production_Crop_Yield,Affected_Crop_Production_Crop_Quality,Affected_Crop_Production_Input_Costs,Affected_Crop_Production_Soil_Fertility,Affected_Crop_Production_Land_Stewardship,Affected_Crop_Production_Natural_Resource_Conservation,Affected_Crop_Production_Meeting_Government_Regulations,Affected_Crop_Production_Labor_Required,Affected_Crop_Production_Ease_of_Implementation,Affected_Crop_Production_Certainty_in_Management_Practice,Affected_Crop_Production_Availability_of_Outreach_Information,Affected_Crop_Production_Water_Availability,Affected_Crop_Production_Other,Information_Sources,UCCE_Engagement_Attend_Field_Day,UCCE_Engagement_Read_Blog,UCCE_Engagement_Call_Advisor,UCCE_Engagement_Read_Newsletter,UCCE_Engagement_Interact_with_Social_Media,Amount_Valued_Continuing_Education_Credits,Amount_Valued_On_Farm_Consultations,Amount_Valued_Crop_Injury_Diagnosis,Amount_Valued_On_Farm_Trials,Priority_Irrigation_Management,Priority_Water_Conservation_and_Storage,Priority_Nutrient_Management,Priority_Salinity_Management,Priority_Soil_Health_Management,Priority_Cover_Crops,Priority_Weed_Control,Priority_Insect_Pest_Control,Priority_Disease_Control,Priority_Manure_Management,Priority_Compost_Management,Priority_Crop_Establishment,Priority_Variety_Testing,Priority_Harvest_and_Postharvest,Priority_Emerging_Crops,Priority_Testing_New_Products,Priority_Niche_Marketing_Field_Crops,Priority_Greenhouse_Gas_Emissions_Reduction,Priority_Organic_Production,Priority_Other,Satisfaction_Irrigation_Management,Satisfaction_Water_Conservation_and_Storage,Satisfaction_Nutrient_Management,Satisfaction_Salinity_Management,Satisfaction_Soil_Health_Management,Satisfaction_Cover_Crops,Satisfaction_Weed_Control,Satisfaction_Insect_Pest_Control,Satisfaction_Disease_Control,Satisfaction_Manure_Management,Satisfaction_Compost_Management,Satisfaction_Crop_Establishment,Satisfaction_Variety_Testing,Satisfaction_Harvest_and_Postharvest,Satisfaction_Emerging_Crops,Satisfaction_Testing_New_Products,Satisfaction_Niche_Marketing_Field_Crops,Satisfaction_Greenhouse_Gas_Emissions_Reduction,Satisfaction_Organic_Production,Satisfaction_Other,UCCE_Information_Types_Requested,UCCE_Information_Preferred_Contact,Internet_Information_Sources,Total_Years_in_Crop_Production,Years_On_Current_Farm,Percentage_Income_Agriculture,Percentage_of_Total_Irrigated_Acres,Percentage_of_Acres_Leased,Percentage_of_Acres_Owned,Proposed_Ideas,Age_Range,Gender,Race_Ethnicity,Gift_Card,Crops
11,Grower,1500,20,40,30,10,"Butte,Del Norte,Humboldt,Monterey,Riverside",,1,2,,,,,3,,,,,,,,,,,,,,,Somewhat concerned,Not  concerned,Somewhat concerned,Very concerned,Somewhat concerned,Not  concerned,Very concerned,Very concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Not  concerned,Somewhat concerned,,,"Irrigation/Water Management,Other:",,"Nutrient Management,Disease Control,Insect Pest Control,Soil Management,Labor",,,,"Weed Control,Harvest Operations",,,,,,,,,,,,,,,,,"Stable Markets,Crop is traditionally grown on my farm",,"Profitability,Crop Rotation Benefits,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Soil is not suitable for other crops,Suitability for saline/alkaline soils,Other",,,,"Capacity for deficit irrigation or fallowing,Supports wildlife habitat",,,,,,,,,,,,,,,Often,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Often,Rarely,Never,Sometimes,Rarely,Often,"Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,Environmental Groups,Field crew",3-6 times per year,1-3 times/week,1-2 times/year,3-6 times per year,1-2 times/month,Not Valuable,Very Valuable,Somewhat Valuable,,Medium Priority,No Opinion,Low Priority,Medium Priority,Low Priority,High Priority,Medium Priority,Low Priority,Medium Priority,No Opinion,Low Priority,Medium Priority,Low Priority,High Priority,Low Priority,Medium Priority,No Opinion,Low Priority,High Priority,Medium Priority,Medium Satisfaction,Low Satisfaction,No Opinion,Medium Satisfaction,Low Satisfaction,High Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,Low Satisfaction,Medium Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Low Satisfaction,No Opinion,Medium Satisfaction,Low Satisfaction,No Opinion,"Decision Support Tools,Recommendations on how to manage,Farm Economics","Blogs,Newsletters,Social Media,Interactive Web Tools","University of California Cooperative Extension websites,Facebook",10-19 years,3-9 years,50,41,61,35,,35 - 44 years,Male,White or Caucasian,Yes,"Rice, Wheat, Corn"
12,Grower,200,85,8,7,0,Sutter,,,1,2,,,,3,,,,,,,,,,,,,,,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,,,,,,"Irrigation/Water Management,Disease Control,Insect Pest Control,Soil Management,Harvest Operations","Irrigation/Water Management,Disease Control,Insect Pest Control,Soil Management,Harvest Operations",,,"Disease Control,Insect Pest Control,Soil Management,Harvest Operations",,,,,,,,,,,,,,,,,,,"Profitability,Stable Markets,Crop Rotation Benefits,Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Crop is traditionally grown on my farm","Profitability,Stable Markets,Capacity for deficit irrigation or fallowing,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Crop is traditionally grown on my farm",,,"Profitability,Stable Markets,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Crop is traditionally grown on my farm",,,,,,,,,,,,,,,Often,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,,"Industry,Other Growers,Certified Crop Advisor",1-2 times/year,1-2 times/month,1-2 times/month,1-2 times/month,3-6 times per year,Somewhat Valuable,Very Valuable,Somewhat Valuable,Somewhat Valuable,Medium Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,Low Priority,Medium Priority,Low Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,Low Priority,,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Low Satisfaction,,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,,"Recommendations on how to manage,Field Trial Results","Internet (websites),Newsletters","University of California Cooperative Extension websites,UC Blogs,Facebook",3-9 years,10-19 years,80,30,0,100,YES,35 - 44 years,Male,White or Caucasian,Yes,"Wheat, Triticale, Corn"
13,Grower,180000,50,19,21,10,"Butte,Contra Costa,Imperial,Monterey,Nevada,San Diego,Shasta",,,,,2,,,,,,3,,,,,,,,,,,,Very concerned,Somewhat concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Very concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Very concerned,Not  concerned,Somewhat concerned,Not  concerned,Very concerned,Somewhat concerned,Not  concerned,,,,,,,"Nutrient Management,Soil Management",,,"Weed Control,Labor",,,"Irrigation/Water Management,Disease Control,Insect Pest Control,Harvest Operations,Other:",,,,,,,,,,,,,,,,,"Profitability,Soil is not suitable for other crops,Other",,,"Capacity for deficit irrigation or fallowing,Supports wildlife habitat",,,"Stable Markets,Crop Rotation Benefits,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Suitability for saline/alkaline soils,Crop is traditionally grown on my farm",,,,,,,,,,,Often,Rarely,Never,Always,Often,Sometimes,Often,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Always,"Industry,Pesticide Control Advisor,Certified Crop Advisor,Resource Conservation Districts,Field crew",1-2 times/year,1-3 times/week,1-2 times/month,3-6 times per year,1-2 times/month,Somewhat Valuable,,Not Valuable,Very Valuable,Medium Priority,No Opinion,Low Priority,High Priority,Medium Priority,Medium Priority,Low Priority,No Opinion,Low Priority,Medium Priority,High Priority,Low Priority,Low Priority,No Opinion,Low Priority,High Priority,Medium Priority,No Opinion,Low Priority,No Opinion,Low Satisfaction,Medium Satisfaction,High Satisfaction,No Opinion,Low Satisfaction,Medium Satisfaction,Low Satisfaction,No Opinion,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,Low Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,No Opinion,Low Satisfaction,"Decision Support Tools,Recommendations on how to manage,Farm Economics","Internet (websites),Webinars,Newsletters,Personal contact (phone, email, on-farm consultation),Radio/Podcast,Interactive Web Tools","University of California Cooperative Extension websites,Commodity Board websites,Facebook",20-29 years,10-19 years,50,61,49,75,,45 - 54 years,Male,White or Caucasian,Yes,"Barley, Small Grain Hay"
14,Grower,1000,49,32,19,0,Alameda,,,2,,,3,,,,,,,,,,,,,,,,1,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Very concerned,,,,,"Disease Control,Other:","Nutrient Management,Insect Pest Control,Harvest Operations",,,"Irrigation/Water Management,Weed Control,Soil Management,Labor",,,,,,,,,,,,,,,,,,,"Capacity for deficit irrigation or fallowing,Suitability for saline/alkaline soils","Profitability,Crop Rotation Benefits,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Crop is traditionally grown on my farm",,,"Stable Markets,Capacity for deficit irrigation or fallowing,Soil is not suitable for other crops,Supports wildlife habitat,Other",,,,,,,,,,,,,,,,Rarely,Sometimes,Often,Sometimes,Rarely,Sometimes,Always,Sometimes,Rarely,Often,Always,Often,Sometimes,Rarely,"Pesticide Control Advisor,Certified Crop Advisor,State or County Farm Bureau,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner",3-6 times per year,1-2 times/year,1-3 times/week,1-2 times/month,1-3 times/week,Somewhat Valuable,Very Valuable,Somewhat Valuable,Very Valuable,Medium Priority,High Priority,Low Priority,Medium Priority,High Priority,Medium Priority,High Priority,Medium Priority,High Priority,Low Priority,Medium Priority,High Priority,High Priority,Medium Priority,High Priority,Medium Priority,High Priority,Medium Priority,Low Priority,No Opinion,High Satisfaction,Medium Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,No Opinion,"Recommendations on how to manage,Farm Economics,Field Trial Results","Internet (websites),Social Media,Interactive Web Tools,""California Agriculture"" Journal","University of California Cooperative Extension websites,Facebook,Vendor Websites",10-19 years,20-29 years,72,64,73,80,,45 - 54 years,Male,White or Caucasian,Yes,"Wheat, Oats, Wild Rice"
15,Grower,2800000,40,20,30,10,"Alameda,Amador,Del Norte,Humboldt,Los Angeles,Napa,Santa Barbara,Stanislaus",,,,,,,,2,,,,,,,,,,,,,3,1,Somewhat concerned,Not  concerned,Very concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Very concerned,Not  concerned,Not  concerned,Somewhat concerned,Very concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Very concerned,Not  concerned,,,,"Irrigation/Water Management,Insect Pest Control,Soil Management",,,,,"Nutrient Management,Labor",,,,,,"Disease Control,Weed Control,Harvest Operations,Other:",,,,,,,,,,,,"Stable Markets,Capacity for deficit irrigation or fallowing,Soil is not suitable for other crops,Other",,,,,"Profitability,Crop is traditionally grown on my farm",,,,,,"Crop Rotation Benefits,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Suitability for saline/alkaline soils,Supports wildlife habitat",,,,,,,,,Often,Never,Rarely,Often,Rarely,Sometimes,Often,Always,Often,Rarely,Never,Sometimes,Rarely,Often,"Commodity Boards,Pesticide Control Advisor,Environmental Groups,Field crew",3-6 times per year,1-2 times/month,1-2 times/year,1-3 times/week,1-2 times/year,Somewhat Valuable,Not Valuable,,Somewhat Valuable,Low Priority,High Priority,Medium Priority,Low Priority,No Opinion,Low Priority,Medium Priority,No Opinion,Low Priority,Medium Priority,Low Priority,High Priority,Medium Priority,No Opinion,Low Priority,Medium Priority,High Priority,No Opinion,Low Priority,Low Priority,Low Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,Low Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,No Opinion,Medium Satisfaction,High Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,Medium Satisfaction,Low Satisfaction,High Satisfaction,Low Satisfaction,No Opinion,"Recommendations on how to manage,Field Trial Results,Regulatory updates","Webinars,Radio/Podcast,Interactive Web Tools,""California Agriculture"" Journal","UC Blogs,Commodity Board websites,Facebook,Twitter",10-19 years,3-9 years,62,49,70,45,,26- 34 years,Female,White or Caucasian,Yes,"Corn, Grass and Grass Mixtures Pasture, Wild Rice"
16,Grower,,20,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,
17,Grower,2000,59,9,32,0,Alpine,,,1,,,,3,,,,,,,,,,,,,,,,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Not  concerned,,"Irrigation/Water Management,Disease Control,Insect Pest Control,Harvest Operations",,,"Nutrient Management,Soil Management,Labor,Other:",,,,,Weed Control,,,,,,,,,,,,,,,"Profitability,Crop Rotation Benefits,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Suitability for saline/alkaline soils,Crop is traditionally grown on my farm",,,"Stable Markets,Soil is not suitable for other crops,Other",,,,,"Capacity for deficit irrigation or fallowing,Supports wildlife habitat",,,,,,,,,,,,,,Sometimes,Often,Rarely,Often,Sometimes,Often,Always,Often,Always,Often,Always,Often,Always,Never,"Pesticide Control Advisor,Certified Crop Advisor,State or County Farm Bureau,County Agricultural Commissioner",1-2 times/month,1-3 times/week,1-3 times/week,3-6 times per year,1-2 times/month,Somewhat Valuable,Very Valuable,Somewhat Valuable,Very Valuable,High Priority,Medium Priority,Low Priority,Medium Priority,High Priority,Medium Priority,High Priority,High Priority,Medium Priority,High Priority,Medium Priority,High Priority,Medium Priority,Low Priority,High Priority,Medium Priority,Low Priority,Medium Priority,High Priority,No Opinion,Medium Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,No Opinion,"Recommendations on how to manage,Cost of Production Information,Farm Economics","Internet (websites),UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),Social Media,""California Agriculture"" Journal","University of California Cooperative Extension websites,UC Blogs,Twitter,Vendor Websites",20-29 years,30+ years,80,83,75,68,YES,45 - 54 years,Female,White or Caucasian,Yes,"Wheat, Cotton"
18,Grower,2800000,54,28,13,5,"Alpine,Colusa,Inyo,Marin,Nevada,San Diego",,,,,1,,,,,,3,,,2,,,,,,,,,Very concerned,Not  concerned,Somewhat concerned,Very concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Not  concerned,Very concerned,Somewhat concerned,Not  concerned,Somewhat concerned,Not  concerned,Very concerned,Not  concerned,Somewhat concerned,,,,,,,"Nutrient Management,Insect Pest Control",,,,,,"Disease Control,Weed Control,Soil Management,Labor",,,,,"Irrigation/Water Management,Harvest Operations,Other:",,,,,,,,,,,,"Profitability,Supports wildlife habitat",,,,,,"Crop Rotation Benefits,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Suitability for saline/alkaline soils,Crop is traditionally grown on my farm",,,,,"Stable Markets,Capacity for deficit irrigation or fallowing,Soil is not suitable for other crops,Other",,,,,,Sometimes,Never,Rarely,Sometimes,Always,Rarely,Sometimes,Always,Sometimes,Never,Rarely,Often,Sometimes,Never,"Certified Crop Advisor,Environmental Groups,Water Quality Coalition,NRCS,Family members",3-6 times per year,1-2 times/month,Never,1-3 times/week,3-6 times per year,Not Valuable,Very Valuable,Somewhat Valuable,,Medium Priority,Low Priority,No Opinion,Medium Priority,High Priority,Low Priority,Medium Priority,Medium Priority,No Opinion,Medium Priority,Low Priority,High Priority,No Opinion,Medium Priority,Low Priority,High Priority,No Opinion,Medium Priority,Low Priority,Medium Priority,Low Satisfaction,High Satisfaction,Medium Satisfaction,No Opinion,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,Medium Satisfaction,Low Satisfaction,High Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,No Opinion,Low Satisfaction,High Satisfaction,Low Satisfaction,Medium Satisfaction,"Decision Support Tools,Cost of Production Information,Field Trial Results","Blogs,Personal contact (phone, email, on-farm consultation),Fact Sheets,Two or three day destination meetings","UC Blogs,Commodity Board websites,Facebook",20-29 years,10-19 years,72,61,44,73,,35 - 44 years,Male,White or Caucasian,Yes,"Barley, Small Grain Hay, Dry Beans"
19,Grower,20,84,16,0,0,Alameda,,1,,,,,,3,,,,,,,,,,,,,,2,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,,,,"Nutrient Management,Harvest Operations,Labor","Weed Control,Insect Pest Control,Soil Management,Labor",,,,,"Irrigation/Water Management,Disease Control",,,,,,,,,,,,,,,,,"Stable Markets,Crop Rotation Benefits,Capacity for deficit irrigation or fallowing,Suitability for saline/alkaline soils","Profitability,Capacity for deficit irrigation or fallowing,Soil is not suitable for other crops,Supports wildlife habitat",,,,,"Profitability,Stable Markets,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Crop is traditionally grown on my farm",,,,,,,,,,,,,,,Often,Rarely,Often,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Often,Sometimes,,"Pesticide Control Advisor,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)",1-2 times/month,1-3 times/week,1-2 times/month,1-2 times/month,3-6 times per year,Not Valuable,Very Valuable,Somewhat Valuable,Somewhat Valuable,Medium Priority,Low Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Medium Priority,Low Priority,Medium Priority,Low Priority,,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,Medium Satisfaction,High Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,Low Satisfaction,,"Farm Economics,Field Trial Results","Social Media,Fact Sheets",UC Blogs,10-19 years,20-29 years,100,60,50,50,,45 - 54 years,Female,White or Caucasian,Yes,"Rice, Corn, Wild Rice"
20,Grower,1200,78,7,15,0,Amador,,1,2,,,,,3,,,,,,,,,,,,,,,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Not  concerned,Very concerned,Not  concerned,Somewhat concerned,Very concerned,Not  concerned,,,"Nutrient Management,Soil Management,Labor",,"Irrigation/Water Management,Disease Control,Insect Pest Control,Harvest Operations,Other:",,,,"Weed Control,Labor",,,,,,,,,,,,,,,,,"Profitability,Capacity for deficit irrigation or fallowing,Soil is not suitable for other crops,Crop is traditionally grown on my farm",,"Stable Markets,I am limited by farm resources to grow other crops (equipment, water, land, capital, know-how, etc.),Supports wildlife habitat,Other",,,,"Crop Rotation Benefits,Suitability for saline/alkaline soils,Other",,,,,,,,,,,,,,,Always,Often,Rarely,Sometimes,Often,Always,Often,Sometimes,Often,Sometimes,Always,Often,Sometimes,Never,"Certified Crop Advisor,Environmental Groups,State or County Farm Bureau,County Agricultural Commissioner",1-2 times/month,3-6 times per year,1-2 times/year,1-2 times/month,1-3 times/week,Very Valuable,Somewhat Valuable,Very Valuable,Somewhat Valuable,High Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Medium Priority,Medium Priority,High Priority,Medium Priority,Low Priority,Medium Priority,High Priority,Medium Priority,High Priority,High Priority,Medium Priority,Low Priority,Medium Priority,High Priority,No Opinion,High Satisfaction,Low Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,High Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,High Satisfaction,Low Satisfaction,Medium Satisfaction,High Satisfaction,Medium Satisfaction,Low Satisfaction,Medium Satisfaction,No Opinion,"Recommendations on how to manage,Cost of Production Information,Field Trial Results","Internet (websites),UC Cooperative Extension Magazine Articles,Interactive Web Tools,Two or three day destination meetings,""California Agriculture"" Journal","University of California Cooperative Extension websites,UC Blogs,Twitter,Vendor Websites",10-19 years,20-29 years,83,70,81,89,YES,45 - 54 years,Female,White or Caucasian,Yes,"Rice, Wheat, Corn"
