"","Primary_Vocation","Acres","Percentage_Field_Crops","Percentage_Vegetable_Crops","Percentage_Tree_and_Vine_Crops","Percentage_Other","County","Alfalfa_Rank","Rice_Rank","Wheat_Rank","Triticale_Rank","Barley_Rank","Oats_Rank","Cotton_Rank","Corn_Rank","Corn_Silage_Rank","Small_Grain_Silage_Rank","Small_Grain_Hay_Rank","Grass_and_Grass_Mixtures_Hay_Rank","Sorghum_Rank","Sorghum_Sudangrass_Sudan_Rank","Dry_Beans_Rank","Mixed_Hay_Rank","Sunflower_Rank","Oilseeds_Rank","Sugar_Beets_Rank","Hemp_Rank","Other_Rank","Grass_and_Grass_Mixtures_Rank","Wild_Rice_Rank","Concern_Commodity_Price_of_Crops","Concern_Market_Access","Concern_Consumer_Demand","Concern_Input_Costs","Concern_Water_Costs","Concern_Land_Tenure","Concern_Water_Quality_and_Availability","Concern_Labor_Quality_and_Availability","Concern_Water_Regulations_Quantity","Concern_Water_Regulations_Quality","Concern_Labor_Regulations","Concern_Chemical_Regulations","Concern_Air_Quality","Concern_Changing_Weather_and_Climate","Concern_Soil_Degradation","Concern_Other","Alfalfa_Concerns","Cotton_Concerns","Rice_Concerns","Wild_Rice_Concerns","Wheat_Concerns","Triticale_Concerns","Barley_Concerns","Oats_Concerns","Corn_Concerns","Sorghum_Concerns","Corn_Silage_Concerns","Small_Grain_Silage_Concerns","Small_Grain_Hay_Concerns","Grass_and_Grass_Mixtures_Hay_Concerns","Grass_and_Grass_Mixtures_Pasture_Concerns","Sorghum_Sudangrass_Sudan_Concerns","Mixed_Hay_Concerns","Dry_Beans_Concerns","Sunflower_Concerns","Oilseeds_Concerns","Sugar_Beets_Concerns","Hemp_Concerns","Other_Concerns","Affected_Crop_Production_Profitability","Affected_Crop_Production_Crop_Yield","Affected_Crop_Production_Crop_Quality","Affected_Crop_Production_Input_Costs","Affected_Crop_Production_Soil_Fertility","Affected_Crop_Production_Land_Stewardship","Affected_Crop_Production_Natural_Resource_Conservation","Affected_Crop_Production_Meeting_Government_Regulations","Affected_Crop_Production_Labor_Required","Affected_Crop_Production_Ease_of_Implementation","Affected_Crop_Production_Certainty_in_Management_Practice","Affected_Crop_Production_Availability_of_Outreach_Information","Affected_Crop_Production_Water_Availability","Affected_Crop_Production_Other","Information_Sources","UCCE_Engagement_Attend_Field_Day","UCCE_Engagement_Read_Blog","UCCE_Engagement_Call_Advisor","UCCE_Engagement_Read_Newsletter","UCCE_Engagement_Interact_with_Social_Media","Amount_Valued_Continuing_Education_Credits","Amount_Valued_On_Farm_Consultations","Amount_Valued_Crop_Injury_Diagnosis","Amount_Valued_On_Farm_Trials","Priority_Irrigation_Management","Priority_Water_Conservation_and_Storage","Priority_Nutrient_Management","Priority_Salinity_Management","Priority_Soil_Health_Management","Priority_Cover_Crops","Priority_Weed_Control","Priority_Insect_Pest_Control","Priority_Disease_Control","Priority_Manure_Management","Priority_Compost_Management","Priority_Crop_Establishment","Priority_Variety_Testing","Priority_Harvest_and_Postharvest","Priority_Emerging_Crops","Priority_Testing_New_Products","Priority_Niche_Marketing_Field_Crops","Priority_Greenhouse_Gas_Emissions_Reduction","Priority_Organic_Production","Priority_Other","Satisfaction_Irrigation_Management","Satisfaction_Water_Conservation_and_Storage","Satisfaction_Nutrient_Management","Satisfaction_Salinity_Management","Satisfaction_Soil_Health_Management","Satisfaction_Cover_Crops","Satisfaction_Weed_Control","Satisfaction_Insect_Pest_Control","Satisfaction_Disease_Control","Satisfaction_Manure_Management","Satisfaction_Compost_Management","Satisfaction_Crop_Establishment","Satisfaction_Variety_Testing","Satisfaction_Harvest_and_Postharvest","Satisfaction_Emerging_Crops","Satisfaction_Testing_New_Products","Satisfaction_Niche_Marketing_Field_Crops","Satisfaction_Greenhouse_Gas_Emissions_Reduction","Satisfaction_Organic_Production","Satisfaction_Other","UCCE_Information_Types_Requested","UCCE_Information_Preferred_Contact","Internet_Information_Sources","Total_Years_in_Crop_Production","Total_Years_in_Consulting_Field_Crops","Percentage_Income_Agriculture","Percentage_of_Total_Irrigated_Acres","Percentage_of_Acres_Leased","Percentage_of_Acres_Owned","Proposed_Ideas","Age_Range","Gender","Race_Ethnicity","Gift_Card","Crops","Region"
"37","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","40000","95","0","5","0","Fresno,Kern,Kings,Merced,Stanislaus,Tulare","3",NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Not  concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned",NA,"Disease Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Weed Control,Insect Pest Control,Soil Management,Harvest Operations,Labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often","Always","Always","Always","Always","Always","Always","Always","Often","Always","Always","Always","Always",NA,"Industry,Other Growers,Field crew","1-2 times/year","1-2 times/year","Never","1-2 times/year","Never","Somewhat Valuable","Very Valuable","Very Valuable","Very Valuable","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","High Priority","High Priority","Low Priority","High Priority","Medium Priority","Medium Priority","Low Priority",NA,"Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","No Opinion","Low Satisfaction","No Opinion","Low Satisfaction","No Opinion",NA,"Decision Support Tools,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),In-person meetings (Field Days, Grower Meetings)","Other state's Cooperative Extension websites (specify which universities):,Vendor Websites",NA,"20-29 years","90","100","20","80",NA,"55 - 64 years","Prefer not to say","White or Caucasian",NA,"Alfalfa, Triticale, Corn Silage","SSJV, NSJV, SSJV"
"38","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","2000","100","0","0","0","Butte,Colusa,Sacramento,Solano,Sutter,Yolo ,Yuba",NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"Very concerned","Not  concerned","Not  concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned",NA,NA,NA,NA,NA,"Disease Control,Weed Control,Soil Management,Labor",NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Insect Pest Control,Harvest Operations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weed Control,Soil Management",NA,NA,NA,"Always","Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Often","Sometimes","Often",NA,"Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","1-2 times/month","3-6 times per year","1-2 times/year","3-6 times per year","Never","Very Valuable","Somewhat Valuable","Very Valuable","Very Valuable","Medium Priority","Medium Priority","High Priority","Medium Priority","High Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Medium Priority","High Priority","High Priority","Medium Priority","High Priority","High Priority","Low Priority","Medium Priority",NA,"Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction",NA,"Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results","Newsletters,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),""California Agriculture"" Journal","University of California Cooperative Extension websites,Commodity Board websites",NA,"3-9 years","80","50","75","25",NA,"26- 34 years","Male","White or Caucasian","Yes","Wheat, Corn, Oilseeds","Sac_Valley, Sac_Valley"
"39","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","20000","30","20","50","0","Tulare","3",NA,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned",NA,"Irrigation/Water Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insect Pest Control","Weed Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rarely","Often","Often","Often","Often","Often","Often","Often","Sometimes","Sometimes","Always","Sometimes","Often",NA,"Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","1-2 times/year","1-2 times/year","1-2 times/year","1-2 times/year","Never","Very Valuable","Very Valuable","Very Valuable","Very Valuable","High Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Medium Priority","Medium Priority","Low Priority","High Priority","Medium Priority","Low Priority","Medium Priority","No Opinion","Medium Priority","Medium Priority","Low Priority","Low Priority","Medium Priority",NA,"Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Medium Satisfaction","No Opinion","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction",NA,"Decision Support Tools,Cost of Production Information,Field Trial Results","Internet (websites),Webinars,Virtual Meetings,In-person meetings (Field Days, Grower Meetings),Fact Sheets,Interactive Web Tools","University of California Cooperative Extension websites",NA,"30+ years","80","100","20","80",NA,"55 - 64 years","Male","White or Caucasian","Yes","Alfalfa, Corn Silage, Small Grain Silage","SSJV, SSJV"
"40","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","2500","100","0","0","0","Colusa,Fresno,Kings,Madera,Merced,Placer,San Joaquin,Stanislaus,Sutter,Tulare,Yolo ,Yuba",NA,NA,"2","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned",NA,NA,NA,NA,NA,"Irrigation/Water Management,Insect Pest Control,Harvest Operations","Irrigation/Water Management,Insect Pest Control,Harvest Operations","Irrigation/Water Management,Insect Pest Control,Harvest Operations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always","Always","Always",NA,"Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Rarely","Always",NA,"Industry,Other Growers,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner","1-2 times/year","1-2 times/year","Never","1-2 times/year","Never","Very Valuable","Somewhat Valuable","Somewhat Valuable","Very Valuable","High Priority","High Priority","High Priority",NA,"Low Priority","Low Priority","High Priority","High Priority","High Priority","Medium Priority","Medium Priority","High Priority","High Priority","Medium Priority","Low Priority","High Priority","Medium Priority","Low Priority","Low Priority",NA,"Medium Satisfaction","Low Satisfaction","High Satisfaction","No Opinion","No Opinion","No Opinion","Medium Satisfaction","High Satisfaction","High Satisfaction","Low Satisfaction","Low Satisfaction","High Satisfaction","High Satisfaction","Low Satisfaction","No Opinion","High Satisfaction","Medium Satisfaction","No Opinion","No Opinion",NA,"Cost of Production Information,Field Trial Results","Internet (websites),Newsletters,In-person meetings (Field Days, Grower Meetings),Fact Sheets,""California Agriculture"" Journal","University of California Cooperative Extension websites,Vendor Websites",NA,"3-9 years","20","100","40","60",NA,"65 - 74 years","Male","White or Caucasian","No","Wheat, Triticale, Barley","NSJV, Sac_Valley, NSJV, SSJV, Sierra_Nevada"
"41","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","1200","30","10","60","0","Contra Costa,Sacramento,San Joaquin,Stanislaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"1",NA,NA,NA,NA,NA,"2",NA,"Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Insect Pest Control,Labor","Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Insect Pest Control,Labor",NA,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Insect Pest Control,Labor",NA,NA,NA,NA,NA,NA,"Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Often","Always",NA,"Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members,Field crew","3-6 times per year","1-2 times/month","Never","3-6 times per year","Never","Very Valuable","Somewhat Valuable","Very Valuable","Very Valuable","High Priority","High Priority","High Priority","Medium Priority","High Priority","Medium Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Medium Priority",NA,"High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction",NA,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Webinars,Newsletters,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),Books/manuals,Fact Sheets,Interactive Web Tools,Demonstration Videos","University of California Cooperative Extension websites,Commodity Board websites",NA,"20-29 years","100","70","50","50",NA,"55 - 64 years","Female","Hispanic or Latino","Yes","Grass and Grass Mixtures Hay, Mixed Hay, Grass and Grass Mixtures","NSJV, Sac_Valley, NSJV, Coastal"
"42","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))",NA,"15","15","70","0","Madera,Merced,San Joaquin,Stanislaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Not  concerned","Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always","Always","Always","Sometimes","Always","Always","Sometimes","Always","Sometimes","Often","Always","Sometimes","Always",NA,"Industry,Pesticide Control Advisor,Certified Crop Advisor","1-2 times/year","1-2 times/month","3-6 times per year","1-2 times/month","Never","Very Valuable","Somewhat Valuable","Somewhat Valuable","Somewhat Valuable","High Priority","High Priority","High Priority","High Priority","Low Priority","Low Priority","Low Priority","Low Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Medium Priority","Low Priority","Medium Priority","Low Priority","Low Priority","Low Priority",NA,"Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","No Opinion","No Opinion","No Opinion","No Opinion","Low Satisfaction","No Opinion","Low Satisfaction","Low Satisfaction",NA,"Recommendations on how to manage","Internet (websites),Newsletters,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Fact Sheets","Farmer network or forum (please specify)",NA,"10-19 years",NA,"90",NA,NA,NA,"45 - 54 years","Male","White or Caucasian","No","","NSJV, NSJV"
"43","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","3000","30","10","60","0","Merced,Sacramento,San Joaquin,Stanislaus","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"1",NA,NA,"Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned",NA,"Irrigation/Water Management,Weed Control,Insect Pest Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Disease Control,Insect Pest Control,Harvest Operations",NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Disease Control,Weed Control,Insect Pest Control,Soil Management,Harvest Operations,Labor,Other:","Sometimes","Always","Always","Sometimes","Often","Often",NA,"Always","Sometimes","Often","Often","Rarely","Always",NA,"Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Water Quality Coalition,NRCS,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Field crew,County Agricultural Commissioner","1-2 times/year","1-2 times/month","Never","1-2 times/month","1-2 times/year","Very Valuable","Somewhat Valuable","Somewhat Valuable","Very Valuable","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority",NA,"Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction",NA,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Webinars,Virtual Meetings,Newsletters,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),Social Media,Fact Sheets,Interactive Web Tools,Demonstration Videos,""California Agriculture"" Journal","University of California Cooperative Extension websites,Commodity Board websites,Other state's Cooperative Extension websites (specify which universities):,Vendor Websites",NA,"3-9 years","100","100","31","71",NA,"26- 34 years","Female","White or Caucasian","Yes","Alfalfa, Dry Beans, Other","NSJV, Sac_Valley, NSJV"
"44","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","5000","30","15","55","0","San Joaquin,Stanislaus","1",NA,NA,NA,NA,NA,NA,NA,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned",NA,"Not  concerned","Somewhat concerned","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned",NA,"Irrigation/Water Management,Weed Control,Insect Pest Control,Soil Management,Harvest Operations,Labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management,Insect Pest Control,Soil Management,Harvest Operations,Labor","Weed Control,Soil Management,Harvest Operations,Labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always","Often","Often","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Often",NA,"Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members","1-2 times/year","1-2 times/month","1-2 times/year","1-2 times/month","1-2 times/year","Very Valuable","Somewhat Valuable","Very Valuable","Somewhat Valuable","High Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","Low Priority","No Opinion","Medium Priority","Medium Priority","No Opinion","No Opinion","Low Priority","Low Priority","Low Priority","High Priority","Medium Priority","Low Priority","Low Priority","Medium Priority",NA,"Medium Satisfaction","No Opinion","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","High Satisfaction","High Satisfaction","No Opinion","No Opinion","No Opinion","No Opinion","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","High Satisfaction",NA,"Decision Support Tools,Cost of Production Information,Farm Economics,Regulatory updates","Newsletters,In-person meetings (Field Days, Grower Meetings),Fact Sheets,""California Agriculture"" Journal","University of California Cooperative Extension websites",NA,"30+ years","51","95","40","60",NA,"55 - 64 years","Male","White or Caucasian","Yes","Alfalfa, Corn Silage, Small Grain Silage","NSJV, NSJV"
"45","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","7500","30","35","35","0","San Joaquin,Stanislaus","1",NA,NA,NA,NA,NA,NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned",NA,"Irrigation/Water Management,Disease Control,Weed Control,Insect Pest Control",NA,NA,NA,NA,NA,NA,NA,"Weed Control,Insect Pest Control",NA,NA,"Nutrient Management,Weed Control,Insect Pest Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always","Always","Often","Always","Always","Always","Always","Always","Always","Often","Often","Always","Often",NA,"Commodity Boards,Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner","3-6 times per year","1-2 times/month","3-6 times per year","1-2 times/month","3-6 times per year","Very Valuable","Very Valuable","Very Valuable","Very Valuable","High Priority","Medium Priority","High Priority","High Priority","High Priority","Medium Priority","High Priority","High Priority","High Priority","Medium Priority","Medium Priority",NA,"High Priority","Medium Priority","High Priority","High Priority","Medium Priority","Medium Priority","Medium Priority",NA,"High Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction",NA,"Decision Support Tools,Recommendations on how to manage,Field Trial Results","Internet (websites),Webinars,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings)","University of California Cooperative Extension websites,UC Blogs,Commodity Board websites,Vendor Websites",NA,"30+ years","100","100","70","30","None at this time.","65 - 74 years","Male","White or Caucasian","Yes","Alfalfa, Corn, Small Grain Silage","NSJV, NSJV"
"46","Consultant (ex. Certified Crop Advisor (CCA), Pest Control Advisor (PCA))","20000","100","0","0","0","Lassen,Modoc,Siskiyou","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"Somewhat concerned","Not  concerned","Not  concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Not  concerned",NA,"Irrigation/Water Management,Nutrient Management,Weed Control,Insect Pest Control,Harvest Operations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irrigation/Water Management,Nutrient Management","Irrigation/Water Management,Nutrient Management",NA,NA,NA,NA,NA,NA,NA,NA,"Always","Always","Always","Always","Always","Often","Often","Sometimes","Sometimes","Often","Often","Always","Always",NA,"Industry,Other Growers,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner","3-6 times per year","1-2 times/month","1-2 times/month","1-2 times/month","1-2 times/month","Very Valuable","Very Valuable","Very Valuable","Very Valuable","High Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","High Priority","High Priority","Medium Priority","Low Priority","Low Priority","High Priority","High Priority","Medium Priority","Medium Priority","High Priority","Medium Priority","Low Priority","Low Priority",NA,"High Satisfaction","Medium Satisfaction","High Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction",NA,"Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Newsletters,UC Cooperative Extension Magazine Articles,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Books/manuals,Fact Sheets,Two or three day destination meetings","University of California Cooperative Extension websites,UC Blogs,Commodity Board websites,Other state's Cooperative Extension websites (specify which universities):",NA,"30+ years","80","90","10","90",NA,"45 - 54 years","Male","White or Caucasian","No","Alfalfa, Grass and Grass Mixtures Hay, Grass and Grass Mixtures","Intermountain"
