"","Primary_Vocation","County","Concern_Commodity_Price_of_Crops","Concern_Market_Access","Concern_Consumer_Demand","Concern_Input_Costs","Concern_Water_Costs","Concern_Land_Tenure","Concern_Water_Quality_and_Availability","Concern_Labor_Quality_and_Availability","Concern_Water_Regulations_Quantity","Concern_Water_Regulations_Quality","Concern_Labor_Regulations","Concern_Chemical_Regulations","Concern_Air_Quality","Concern_Changing_Weather_and_Climate","Concern_Soil_Degradation","Information_Sources","UCCE_Engagement_Attend_Field_Day","UCCE_Engagement_Read_Blog","UCCE_Engagement_Call_Advisor","UCCE_Engagement_Read_Newsletter","UCCE_Engagement_Interact_with_Social_Media","Priority_Irrigation_Management","Priority_Water_Conservation_and_Storage","Priority_Nutrient_Management","Priority_Salinity_Management","Priority_Soil_Health_Management","Priority_Cover_Crops","Priority_Weed_Control","Priority_Insect_Pest_Control","Priority_Disease_Control","Priority_Manure_Management","Priority_Compost_Management","Priority_Crop_Establishment","Priority_Variety_Testing","Priority_Harvest_and_Postharvest","Priority_Emerging_Crops","Priority_Testing_New_Products","Priority_Niche_Marketing_Field_Crops","Priority_Greenhouse_Gas_Emissions_Reduction","Priority_Organic_Production","Satisfaction_Irrigation_Management","Satisfaction_Water_Conservation_and_Storage","Satisfaction_Nutrient_Management","Satisfaction_Salinity_Management","Satisfaction_Soil_Health_Management","Satisfaction_Cover_Crops","Satisfaction_Weed_Control","Satisfaction_Insect_Pest_Control","Satisfaction_Disease_Control","Satisfaction_Manure_Management","Satisfaction_Compost_Management","Satisfaction_Crop_Establishment","Satisfaction_Variety_Testing","Satisfaction_Harvest_and_Postharvest","Satisfaction_Emerging_Crops","Satisfaction_Testing_New_Products","Satisfaction_Niche_Marketing_Field_Crops","Satisfaction_Greenhouse_Gas_Emissions_Reduction","Satisfaction_Organic_Production","UCCE_Information_Types_Requested","UCCE_Information_Preferred_Contact","Internet_Information_Sources","Age_Range","Gender","Race_Ethnicity","Gift_Card","Region"
"68","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Colusa,Glenn,Humboldt,Lake,Madera,Mendocino,Merced,Modoc,Napa,Nevada,Placer,Plumas,Sacramento,San Francisco,San Joaquin,San Mateo ,Santa Clara,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tuolumne,Yolo ,Yuba","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Certified Crop Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","3-6 times per year","3-6 times per year","Never","3-6 times per year","1-2 times/year","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Medium Priority","Medium Priority","High Priority","Medium Priority","High Priority","Medium Priority","High Priority","Medium Priority","High Priority","Low Priority","High Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","No Opinion","No Opinion","High Satisfaction","Medium Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","Decision Support Tools,Cost of Production Information,Farm Economics,Field Trial Results,Other (please specify):","Internet (websites),Webinars,Virtual Meetings,Newsletters,UC Cooperative Extension Magazine Articles,Books/manuals,Fact Sheets,Interactive Web Tools,Demonstration Videos","University of California Cooperative Extension websites,UC Blogs,YouTube (who/what channel?),Vendor Websites","Prefer not to say","Male","Hispanic or Latino","No","Sac_Valley, Sac_Valley, NSJV, Coastal, Sierra_Nevada"
"69","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Kern,Tulare","Somewhat concerned","Not  concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Not  concerned","Somewhat concerned","Industry,Commodity Boards,Other Growers,Certified Crop Advisor,UC Cooperative Extension,State or County Farm Bureau,County Agricultural Commissioner","Never","3-6 times per year","Never","3-6 times per year","Never","High Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Medium Priority","High Priority","Medium Priority","Low Priority","Low Priority","Low Priority","High Priority","Low Priority","Medium Priority","High Priority","Low Priority","Medium Priority","Medium Priority","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","High Satisfaction","High Satisfaction","No Opinion","No Opinion","No Opinion","High Satisfaction","No Opinion","No Opinion","Low Satisfaction","No Opinion","No Opinion","No Opinion","Recommendations on how to manage,Cost of Production Information,Field Trial Results,Regulatory updates","Newsletters,UC Cooperative Extension Magazine Articles,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings)","University of California Cooperative Extension websites,Commodity Board websites","35 - 44 years","Male","White or Caucasian","Yes","SSJV, SSJV"
"70","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Imperial,Kern,Kings,Madera,Merced,Riverside,Sacramento,San Bernardino,San Joaquin,San Luis Obispo,Tulare","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Not  concerned","Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Resource Conservation Districts,NRCS,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Field crew,County Agricultural Commissioner","1-2 times/year","Never","1-2 times/year","1-2 times/year","Never","High Priority","High Priority","Medium Priority","Low Priority","Low Priority","No Opinion","Low Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Low Priority","Low Priority","Low Priority","Low Priority","Low Priority","Low Priority","Low Priority","Low Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","No Opinion","Low Satisfaction","Low Satisfaction","Low Satisfaction","Medium Satisfaction","Low Satisfaction","Cost of Production Information,Farm Economics,Regulatory updates,Other (please specify):","Newsletters,UC Cooperative Extension Magazine Articles,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Fact Sheets,Two or three day destination meetings,""California Agriculture"" Journal","University of California Cooperative Extension websites,Other state's Cooperative Extension websites (specify which universities):,Farmer network or forum (please specify),Vendor Websites,Other (specify)","Prefer not to say","Prefer not to say","Other (please specify)","No","NSJV, Sac_Valley, NSJV, SSJV, Desert, Coastal"
"71","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Glenn,Kern,Kings,Madera,Merced,Tulare","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Industry,Certified Crop Advisor,UC Cooperative Extension","1-2 times/year","3-6 times per year","Never","3-6 times per year","Never","High Priority","High Priority","High Priority","High Priority",NA,NA,NA,"Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recommendations on how to manage,Cost of Production Information,Field Trial Results","Internet (websites),Newsletters,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),""California Agriculture"" Journal","University of California Cooperative Extension websites,UC Blogs","65 - 74 years","Male","White or Caucasian",NA,"SSJV, Sac_Valley, NSJV, SSJV"
"72","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Calaveras,Fresno,Mariposa,Merced,San Joaquin,Stanislaus","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Industry,UC Cooperative Extension,NRCS,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members","1-2 times/year","3-6 times per year","Never","1-2 times/year","Never","Medium Priority","Medium Priority","High Priority","Medium Priority","High Priority","High Priority","Medium Priority","High Priority","High Priority","High Priority","High Priority","Medium Priority","Low Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","High Satisfaction","High Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","Recommendations on how to manage,Cost of Production Information,Regulatory updates","Internet (websites),Webinars,Virtual Meetings,Newsletters,UC Cooperative Extension Magazine Articles,In-person meetings (Field Days, Grower Meetings),Fact Sheets,Two or three day destination meetings","University of California Cooperative Extension websites","45 - 54 years","Male","White or Caucasian","Yes","NSJV, NSJV, SSJV, Sierra_Nevada"
"73","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Imperial,Inyo,Kern,Kings,Los Angeles,Madera,Monterey,Napa,Orange,Riverside,Sacramento,San Joaquin,San Luis Obispo,Santa Barbara,Santa Clara,Stanislaus,Tulare,Tuolumne,Yolo","Somewhat concerned","Somewhat concerned","Not  concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Not  concerned","Very concerned","Very concerned","Not  concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,NRCS,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner","3-6 times per year","1-2 times/month","1-2 times/month","1-2 times/year","Never","High Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","High Priority","High Priority","Low Priority","Low Priority","Low Priority","Medium Priority","High Priority","Low Priority","High Priority","High Priority","Low Priority","Low Priority","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","High Satisfaction","High Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Webinars,Virtual Meetings,Newsletters,In-person meetings (Field Days, Grower Meetings),Fact Sheets","University of California Cooperative Extension websites,UC Blogs,Vendor Websites","75 years and over","Male","White or Caucasian","No","Coastal, Sac_Valley, NSJV, SSJV, Desert, Coastal, Sierra_Nevada"
"74","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","San Joaquin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSJV, NSJV"
"75","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Butte,Colusa,Glenn,Lassen,Modoc,Placer,Shasta,Solano,Sutter,Tehama,Trinity,Yolo ,Yuba","Somewhat concerned","Very concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Not  concerned","Somewhat concerned","Industry,Commodity Boards,Other Growers,Pesticide Control Advisor","1-2 times/year","1-2 times/year","Never","1-2 times/year","Never","Medium Priority","Medium Priority","Low Priority","Low Priority","Medium Priority","Low Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Low Priority","Low Priority","Medium Priority","Medium Priority","High Priority","Medium Priority","Low Priority","Low Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","No Opinion","Low Satisfaction","Medium Satisfaction","Decision Support Tools,Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),Fact Sheets,Interactive Web Tools,""California Agriculture"" Journal","Commodity Board websites,Vendor Websites","45 - 54 years","Male","White or Caucasian","Yes","Sac_Valley, Sac_Valley, Sierra_Nevada"
"76","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Butte,Colusa,Fresno,Glenn,Imperial,Kern,Kings,Los Angeles,Madera,Merced,Monterey,Sacramento,San Benito,San Joaquin,Santa Clara,Stanislaus,Tulare,Yolo ,Yuba","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,UC Cooperative Extension,Resource Conservation Districts,Water Quality Coalition,NRCS,State or County Farm Bureau,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Family members,Field crew,County Agricultural Commissioner","Never","1-2 times/year","1-2 times/year","3-6 times per year","Never","Medium Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","High Priority","High Priority","Low Priority","Low Priority","High Priority","High Priority",NA,"Medium Priority","High Priority","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),Webinars,Virtual Meetings,Newsletters,UC Cooperative Extension Magazine Articles,Fact Sheets,Interactive Web Tools,Demonstration Videos,""California Agriculture"" Journal","University of California Cooperative Extension websites,Commodity Board websites,Vendor Websites","45 - 54 years","Male","Prefer not to say","Yes","Sac_Valley, Sac_Valley, NSJV, SSJV, Desert, Coastal"
"77","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Kern,Kings,San Joaquin,Tulare","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Industry,Commodity Boards,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,Resource Conservation Districts,Water Quality Coalition,State or County Farm Bureau,Field crew","Never","1-2 times/year","1-2 times/year","Never","Never","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction",NA,NA,NA,NA,NA,NA,"Yes","SSJV, NSJV, SSJV"
"78","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo ,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo ,Yuba","Very concerned","Not  concerned","Not  concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Somewhat concerned","Somewhat concerned","Not  concerned","Somewhat concerned","Not  concerned","Somewhat concerned","Somewhat concerned","Industry,Commodity Boards,Other Growers,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.)","1-2 times/year","3-6 times per year","Never","3-6 times per year","3-6 times per year","High Priority","Medium Priority","High Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","High Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","Low Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Medium Priority","Medium Satisfaction","No Opinion","Medium Satisfaction","No Opinion","Low Satisfaction","Medium Satisfaction","No Opinion","No Opinion","Medium Satisfaction","No Opinion","No Opinion","No Opinion","High Satisfaction","No Opinion","No Opinion","Low Satisfaction","Low Satisfaction","No Opinion","Low Satisfaction","Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results","Internet (websites),Blogs,In-person meetings (Field Days, Grower Meetings),Books/manuals,Radio/Podcast,Social Media,Fact Sheets,Interactive Web Tools,Demonstration Videos,Two or three day destination meetings","University of California Cooperative Extension websites,Commodity Board websites,YouTube (who/what channel?),Instagram","35 - 44 years","Female",NA,"Yes","Coastal, Sac_Valley, NSJV, SSJV, Desert, Coastal, Sierra_Nevada"
"79","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Kern,Kings,Madera,Merced,San Joaquin,Stanislaus,Tulare","Very concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Industry,Other Growers,Pesticide Control Advisor,Certified Crop Advisor,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Field crew,Non-Profit Organization (please specify)","1-2 times/year","1-2 times/year","Never","1-2 times/year","Never","High Priority","Medium Priority","Medium Priority","High Priority","High Priority","High Priority","Medium Priority","Medium Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","High Priority","Medium Priority","High Priority","Low Priority","Medium Priority","High Priority","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","Recommendations on how to manage,Farm Economics,Field Trial Results","Internet (websites),In-person meetings (Field Days, Grower Meetings),Fact Sheets,Demonstration Videos,""California Agriculture"" Journal","University of California Cooperative Extension websites,Vendor Websites","26- 34 years","Female","Hispanic or Latino","No","NSJV, NSJV, SSJV"
"80","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coastal, Sac_Valley, SSJV, Desert, Coastal, Sierra_Nevada"
"81","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Kern","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UC Cooperative Extension","1-2 times/year","1-2 times/month","1-2 times/month","1-2 times/month","1-2 times/month","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Satisfaction",NA,"High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","High Satisfaction","Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Newsletters,Personal contact (phone, email, on-farm consultation),In-person meetings (Field Days, Grower Meetings),Fact Sheets,Demonstration Videos,Two or three day destination meetings","University of California Cooperative Extension websites","55 - 64 years","Male","White or Caucasian","No","SSJV, SSJV"
"82","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Butte,Glenn,Sutter,Yolo ,Yuba","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sac_Valley, Sac_Valley"
"83","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Imperial,Kern,Kings,Lassen","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Industry,Other Growers,Pesticide Control Advisor","1-2 times/year","1-2 times/year","Never","1-2 times/year","Never","Medium Priority","Medium Priority","Medium Priority","Low Priority","High Priority","Low Priority","High Priority","High Priority","Medium Priority","Low Priority","Low Priority","Medium Priority","Medium Priority","Medium Priority","Medium Priority","High Priority","High Priority","Low Priority","No Opinion","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Low Satisfaction","Low Satisfaction","Low Satisfaction","Cost of Production Information,Farm Economics","Internet (websites),Newsletters","University of California Cooperative Extension websites","55 - 64 years","Male","Hispanic or Latino","Yes","SSJV, SSJV, Desert"
"84","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra Costa,Fresno,Glenn,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo ,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo ,Yuba","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Industry,Commodity Boards,Other Growers,UC Cooperative Extension,Resource Conservation Districts,Water Quality Coalition,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),Field crew,County Agricultural Commissioner","1-2 times/year","1-2 times/year","Never","3-6 times per year","Never","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Low Priority","No Opinion","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","No Opinion","No Opinion","No Opinion","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","No Opinion","Medium Satisfaction","High Satisfaction","Medium Satisfaction","No Opinion","Medium Satisfaction","No Opinion","No Opinion","No Opinion","Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Newsletters","University of California Cooperative Extension websites,Other (specify)","75 years and over","Male","White or Caucasian","No","Coastal, Sac_Valley, NSJV, SSJV, Desert, Coastal, Sierra_Nevada"
"85","Allied Industry (e.g. Input supplier, manufacturer, processor, etc.) (please specify):","Fresno,Imperial,Kern,Kings,Madera,Merced,Sacramento,San Joaquin,Solano,Sutter,Tulare,Yolo ,Yuba","Somewhat concerned","Somewhat concerned","Not  concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Very concerned","Pesticide Control Advisor,UC Cooperative Extension,Input Supplier (seed supplier, fertilizer supplier, pesticide/herbicide supplier, etc.),County Agricultural Commissioner","3-6 times per year","3-6 times per year","1-2 times/year","1-2 times/year","1-2 times/year","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","High Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Medium Priority","High Priority","Low Priority","Medium Priority","Medium Priority","Medium Priority","Low Priority","Low Priority","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","Low Satisfaction","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","Medium Satisfaction","Medium Satisfaction","No Opinion","Medium Satisfaction","Medium Satisfaction","Medium Satisfaction","No Opinion","No Opinion","Decision Support Tools,Recommendations on how to manage,Cost of Production Information,Farm Economics,Field Trial Results,Regulatory updates","Internet (websites),Webinars,Virtual Meetings,In-person meetings (Field Days, Grower Meetings)","University of California Cooperative Extension websites","45 - 54 years","Male","White or Caucasian","No","Sac_Valley, Sac_Valley, NSJV, SSJV, Desert"
